Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
arched,6,1,2,2,2229.6,"""ArtSt",4,1,JJ|VB,689.25,586.93,9.89,3.82,NA
arcs,4,1,4,2,1166,"""Arks",4,1,NN|VB,855.26,624.21,NA,NA,1
Arctic,6,2,0,1,2321,"""Ark.tIk",6,2,NN|JJ,923.22,802.62,7.79,NA,NA
ardent,6,1.49,0,0,2605.6,"""Ar.dn=t",5,2,JJ,753.82,635.11,13.27,1.64,NA
archenemy,9,1.15,0,0,1733.13,"%ArtS.""E.n@.mi",8,4,NN,1188.91,1197.7,11.28,3.11,NA
archeological,13,1.2,0,0,1492.92,"%Ar.ki@.l""A.dZI.kl=",11,5,JJ,836,790,NA,NA,NA
archer,6,2.45,2,5,2565,"""Ar.tS@`",4,2,NN,706.55,677.92,9.23,3.9,NA
archery,7,1.61,0,1,2243.17,"""Ar.tS@`.i",5,3,NN,672.35,686.68,9.06,3.93,NA
arches,6,1.64,2,0,2230.4,"""ArtS.@z",5,2,NN|VB,682.72,639.74,NA,4.3,NA
archetype,9,0.85,0,0,1312,"""Ar.kI.taIp",7,3,NN,961.04,777.43,13.87,NA,NA
Archimedes,10,1.08,0,0,2244.67,"%Ar.kI.m""i.4iz",9,4,NN,893.96,853.44,NA,NA,NA
arching,7,0.85,0,0,2802.33,"""ArtS.IN",5,2,VB|NN|JJ,825.3,635.42,NA,3.25,NA
archipelago,11,0.9,0,0,1308.7,"%Ar.k@.p""E.l@.go",10,5,NN,847.93,878.07,13.18,3.96,NA
architect,9,2.52,0,0,1876.63,"""Ar.kI.tEkt",8,3,NN,800.94,620.32,10.12,3.74,NA
architectonic,13,0.3,0,0,2066.25,"%Ar.kI.tEk.t""A.nIk",12,5,JJ,1067.83,1216,14.14,NA,NA
architects,10,1.75,0,0,1779.89,"""Ar.kI.tEkts",9,3,NN,844.6,688.96,NA,NA,NA
architect's,11,NULL,0,0,1614.5,"""Ar.kI.tEkts",9,3,encl,883.79,662.25,NA,NA,NA
architecture,12,2.21,0,0,1968,"""Ar.kI.t%Ek.tS@`",9,4,NN,842,709.88,10.06,3.59,NA
architectures,13,0.48,0,0,2178.08,"""Ar.kI.t%Ek.tS@`z",10,4,NN,1021.5,842.33,NA,NA,NA
archives,8,2.11,0,0,1894.71,"""Ar.kaIvz",6,2,NN,651.27,593.37,10.88,3.93,NA
architectural,13,1.82,0,0,1940,"%Ar.kI.t""Ek.tS@`.@l",11,5,JJ,961.71,800.92,12.25,3.14,NA
archtype,8,NULL,0,0,1104.14,"""ArtS.t%aIp",6,2,NN|VB,852.85,803.9,NA,NA,NA
archway,7,1.11,0,0,1008.33,"""ArtS.w%e",5,2,NN,818.57,656.12,10.06,4.28,NA
arclike,7,NULL,0,0,1285.33,"""Ark.l%aIk",6,2,VB|NN|JJ,1116.22,861.92,NA,NA,NA
architecturally,15,0.6,0,0,1888.64,"%Ar.kI.t""Ek.tS@`.@l.i",12,6,RB,1014,903.79,NA,2.88,NA
ardor,5,0.9,2,6,1733.75,"""Ar.4@`",4,2,NN,745.06,723.18,13.82,NA,NA
arduous,7,1.54,0,0,1195.17,"""Ar.dZu@s",6,2,JJ,866.05,751.71,13.92,NA,NA
are,3,5.42,16,14,3753.5,"""Ar",2,1,VB,640.16,590,NA,1.96,0.05
area,4,3.58,3,3,3107.33,"""E.ri@",4,2,NN,579.6,570.85,6.58,3.72,NA
areas,5,2.66,0,2,2693.5,"""E.ri@z",5,2,NN,688.66,667.31,NA,NA,NA
area's,6,NULL,0,2,2079.4,"""E.ri@z",5,2,encl,731.38,675.78,NA,NA,NA
arena,5,2.27,0,0,3187.5,"@`.r""i.n@",5,3,NN,721.41,645,9.57,4.83,NA
arenas,6,1.34,0,0,2840.4,"@`.r""i.n@z",6,3,NN,813.39,661.91,NA,NA,NA
aren't,6,NULL,0,1,2305.4,"""Arnt",4,1,encl,753.97,596.96,NA,NA,NA
Ares,4,2.21,9,10,3998.67,"""E.riz",4,2,NN,815.67,782.38,NA,NA,NA
Argentina,9,2.13,1,0,3051.88,"%Ar.dZ@n.t""i.n@",9,4,NN,778.97,748.25,NA,NA,NA
Argentine,9,1.54,1,0,3157.88,"""Ar.dZ@n.t%in",8,3,NN,915.3,758,13.31,NA,NA
Argentinian,11,NULL,0,0,2910.9,"%Ar.dZ@n.t""In.i@n",11,4,JJ,965,812.31,NA,NA,NA
argon,5,1,1,0,2059.5,"""Ar.gAn",5,2,NN|JJ,841.97,721.36,15.19,3.2,NA
Argonaut,8,0.3,0,0,1582.14,"""Ar.g@.nOt",7,3,NN,893.67,993.35,NA,NA,NA
Argonauts,9,1,0,0,1510.13,"""Ar.g@.nOts",8,3,NN,1069,1076.5,NA,NA,NA
arguable,8,NULL,0,0,1383.86,"""Ar.gju@.bl=",8,3,JJ,848.38,692.37,NA,1.84,NA
argue,5,3,0,0,1012.75,"""Ar.gju",5,2,VB,642.63,593.75,4.61,2.75,NA
argued,6,2.14,1,1,1707.2,"""Ar.gjud",6,2,VB,669.09,637.88,NA,NA,NA
argues,6,1.32,1,1,1708,"""Ar.gjuz",6,2,VB,707.2,620.96,NA,NA,NA
arguing,7,2.74,0,0,2483,"""Ar.gju.IN",7,3,VB|NN,712.21,638.43,NA,NA,NA
argument,8,2.94,0,0,1836.14,"""Ar.gj@.m@nt",9,3,NN,613.85,636.15,7.55,2.85,NA
argumentation,13,NULL,0,0,2566.83,"%Ar.gj@.m@nt.""e.Sn=",12,5,NN,961.93,875.08,NA,2,NA
argumentative,13,1.59,0,0,2205.17,"%Ar.gj@.m""En4.@.4Iv",13,5,JJ,1007.04,858.84,11.50,2.36,NA
arguments,9,2.36,0,0,1732.38,"""Ar.gj@.m@nts",10,3,NN,680.77,631.25,NA,NA,NA
aria,4,1.56,3,1,2319.67,"""A.ri@",4,2,NN,817,759.23,13.75,NA,NA
Ariadne,7,0.78,0,0,1724.83,"%a.ri.""ad.ni",7,4,NN,965,1256,NA,NA,NA
Arianism,8,NULL,1,0,2177.86,"""E.ri@n.%I.zm=",8,4,NN,981.07,862.67,NA,NA,NA
Arianist,8,NULL,1,0,2612,"""Ari@.n%Ist",8,4,NULL,998.25,1065.06,NA,NA,NA
Arianists,9,NULL,0,0,2411.25,"""Ari@.n%Ists",9,4,NULL,1309.27,944.58,NA,NA,NA
arid,4,1.23,5,3,2228.33,"""a.rId",4,2,JJ,754.88,688.31,11.38,2.96,NA
Aries,5,1.18,4,10,2895.25,"""E.riz",4,2,NN,836.79,683.81,NA,NA,NA
arigato,7,NULL,0,0,2136.33,NULL,NULL,NULL,NULL,1621,1067.92,NA,NA,NA
arise,5,2.18,1,8,2657.25,"@`.r""aIz",4,2,VB,652.68,620.43,6.89,3.17,NA
arisen,6,1.08,1,1,2889,"@`.r""I.zn=",5,3,VB,899.43,865.71,NA,2.15,NA
arises,6,1.73,2,2,3023.6,"@`.r""aIz.@z",6,3,VB,705.7,654.67,NA,NA,NA
arising,7,1.23,0,2,3518.33,"@`.r""aIz.IN",6,3,VB,706.58,653.04,NA,NA,NA
aristocracy,11,1.52,0,0,1972.4,"%a.r@.st""A.kr@.si",11,5,NN,925.03,840.94,11.00,2.97,NA
aristocrats,11,2.05,0,0,2327.1,"@.r""I.st@.kr%ats",11,4,NN,807.81,784.54,NA,NA,NA
Aristotle,9,1.79,0,0,2283.75,"""a.r@.st%A.4l=",8,4,NN,796.21,762.15,NA,NA,NA
Aristotle's,11,NULL,0,0,1946.2,"""a.r@.st%A.4l=z",9,4,encl,754.75,773.77,NA,NA,NA
aristocrat,10,1.85,0,0,2473.89,"@.r""I.st@.kr%at",10,4,NN,963.5,772.11,11.88,3.76,NA
aristocratic,12,1.58,0,0,2666.73,"@.r%I.st@.kr""a4.Ik",12,5,JJ,929.14,869.67,12.06,2.42,NA
aristocratically,16,NULL,0,0,2490.8,"@.r%I.st@.kr""a4.Ik.li",14,6,RB,1093.61,970.53,NA,1.59,NA
Aristotelian,12,0.7,0,0,2537.64,"%a.r@.st@.t""i.li@n",12,5,JJ,1042.75,1045.43,NA,NA,NA
arithmetic,10,1.9,0,0,2175.78,"@`.r""IT.m@.4Ik",9,4,NN,851.03,835.43,7.16,2.74,NA
arithmetical,12,0.48,0,0,2222.64,"%a.rIT.m""E.4Ik.l=",10,5,JJ,937.78,940.7,11.00,NA,NA
arithmetized,12,NULL,0,0,2079.55,NULL,NULL,NULL,NULL,1116.68,880.2,NA,NA,NA
Arizona,7,2.75,0,0,2084.5,"%a.rI.z""o.n@",7,4,NN,587.78,567.46,NA,NA,NA
ark,3,2.3,6,3,1617.5,"""Ark",3,1,NN,719.59,563.59,7.17,4.67,1
Arkansas,8,2.01,0,0,1553.71,"""Ar.k@n.sO",7,3,NN,728.12,638.5,NA,NA,NA
Arlene,6,NULL,0,0,2551,"Ar.l""in",5,2,NN,791.11,688.61,NA,NA,NA
Arlene's,8,NULL,0,0,1992.43,"""Arl%inz",6,2,NULL,783.25,694.42,NA,NA,NA
Arlington,9,1.76,0,0,2851.25,"""Ar.lIN.t@n",8,3,NN,778.42,819.85,NA,NA,NA
arm,3,3.52,5,4,1774,"""Arm",3,1,NN|VB,671.86,562.68,3.26,1,0.714286
armada,6,1.75,0,0,1362.6,"Ar.m""A.4@",6,3,NN,779.79,748.12,13.53,4.04,NA
armada's,8,NULL,0,0,1126.86,"Ar.m""A.4@z",7,3,encl,905.15,961.26,NA,NA,NA
armadillo,9,2.19,0,0,1584.25,"%Ar.m@.d""I.lo",8,4,NN,807.32,706.52,8.61,4.9,NA
arms,4,3.48,6,3,1248.33,"""Armz",4,1,NN|VB,589.11,571.52,3.74,1,1
arm's,5,NULL,1,3,1150,"""Armz",4,1,encl,661.24,602.07,NA,NA,NA
Armstrong,9,2.42,0,0,2458.25,"""Arm.strON",8,2,NN,698.22,637.97,NA,NA,NA
army,4,3.64,2,5,1216,"""Ar.mi",4,2,NN,586.91,596.19,7.15,1,NA
Armageddon,10,1.95,0,0,1900.89,"%Ar.m@.g""E.dn=",8,4,NN,826.71,791.04,11.83,NA,NA
armament,8,1.42,0,0,2106.86,"""Arm.@.m@nt",8,3,NN,917.18,859.18,13.73,NA,NA
armaments,9,1.34,0,0,1969.25,"""Arm.@.m@nts",9,3,NN,1025.5,923.53,NA,NA,NA
armature,8,0.3,0,0,2292,"""Ar.m@.tS@`",6,3,NN,877.4,964.55,14.30,NA,NA
armband,7,1.18,0,0,1666.67,"""Arm.b%and",7,2,NN,794.97,727.93,10.00,4.67,NA
armchair,8,1.34,0,0,1135.29,"""Arm.tS%Er",6,2,NN,650.64,666.96,6.56,5,NA
armchairs,9,0.6,0,0,1177,"""Arm.tS%Erz",7,2,NN,795.88,668.19,NA,NA,NA
armed,5,3.07,1,4,2443.5,"""Armd",4,1,VB|JJ,629.38,561.18,8.72,1,NA
Armenian,8,1.97,0,0,2175.14,"Ar.m""i.ni@n",8,3,JJ|NN,809.38,889.85,NA,NA,NA
armful,6,1.11,1,0,1002.8,"""Arm.fUl",6,2,NN,713.12,596.44,9.61,3.43,NA
armhole,7,NULL,0,0,1577.33,"""Arm.h%ol",6,2,NN,807.64,667.69,NA,4.24,NA
armies,6,2.25,0,0,2132.4,"""Ar.miz",5,2,NN,702.71,648.38,NA,NA,NA
armistice,9,1.32,0,0,2493.13,"""Ar.m@.stIs",8,3,NN,947.04,876.48,14.00,NA,NA
armload,7,0.7,0,0,1087.5,"""Arm.l%od",6,2,NN,748.71,635.81,9.00,3.54,NA
armoire,7,0.95,0,0,1702.17,"Arm.w""Ar",6,2,NN,905.8,807.41,12.37,4.52,NA
armor,5,2.57,2,8,1816.5,"""Ar.m@`",4,2,NN,699.65,636,7.17,4.76,NA
armored,7,2.22,0,1,2715.5,"""Ar.m@`d",5,2,JJ,702.44,687.57,9.50,1,NA
armory,6,1.98,0,2,1580,"""Ar.m@`.i",5,3,NN,786.25,646.44,11.00,4.36,NA
armory's,8,NULL,0,0,1291.57,"""Ar.m@`.iz",6,3,encl,861,757.44,NA,NA,NA
armpit,6,1.81,0,0,1484.8,"""Arm.p%It",6,2,NN,769,692.62,6.00,4.8,NA
armpits,7,1.71,0,0,1405,"""Arm.p%Its",7,2,NN,801.41,658.48,NA,NA,NA
army's,6,NULL,0,0,957.8,"""Ar.miz",5,2,encl,655.58,618.93,NA,NA,NA
Arnold,6,2.64,0,0,1172.8,"""Ar.nl=d",5,2,NN,678.78,626.79,NA,NA,NA
Arnold's,8,NULL,0,0,993.14,"""Arn@ldz",7,2,NULL,719.41,637.78,NA,NA,NA
aroma,5,1.85,0,0,2001.25,"@`.r""o.m@",5,3,NN,656.31,587.68,9.47,3.67,NA
aromas,6,0.9,0,0,1891.4,"@`.r""o.m@z",6,3,NN,761.35,653.62,NA,NA,NA
aromatic,8,1.18,0,2,2750.71,"%a.r@.m""a.4Ik",8,4,JJ,764.67,732.56,11.05,3.04,NA
arose,5,1.63,2,10,1996,"@`.r""oz",4,2,VB,635.91,587.8,NA,2.19,NA
around,6,4.57,2,6,2080.2,"@`.r""aUnd",5,2,minor|RB,581.06,568.39,5.94,1.96,NA
arousal,7,1.3,0,1,2008.5,"@`.r""aUz.l=",5,3,JJ,662.06,614.18,12.94,2.83,NA
arouse,6,1.8,1,5,2056.4,"@`.r""aUz",4,2,VB,639.47,621,12.63,2.85,NA
aroused,7,2.06,1,3,2461.17,"@`.r""aUzd",5,2,VB|JJ,646.47,571.93,NA,NA,NA
arouses,7,1.18,1,1,2461.83,"@`.r""aUz.@z",6,3,VB,708.69,620.54,NA,NA,NA
arousing,8,1.52,0,3,2966.14,"@`.r""aUz.IN",6,3,VB|JJ,704.77,629.81,NA,NA,NA
arpeggio,8,0.3,0,0,1236.43,"Ar.p""E.dZi.o",7,4,JJ|RB|NN,1302.57,989.21,13.85,NA,NA
arraign,7,0.9,0,5,1439,"@`.r""en",4,2,VB,1077.89,739.14,12.38,2.42,NA
arraigned,9,1.53,0,4,1924.25,"@`.r""end",5,2,VB,893.5,803.32,NA,NA,NA
arraigning,10,0.3,0,3,2329.56,"@`.r""en.IN",6,3,VB|NN,1010.31,789.21,NA,NA,NA
arraignment,11,1.86,0,0,1729.6,"@`.r""en.m@nt",8,3,NN,1027,770.79,16.44,2.58,NA
arrange,7,2.9,0,2,2544.33,"@`.r""endZ",5,2,VB,676.13,598.41,8.28,2.79,NA
arranged,8,2.92,1,0,2821.57,"@`.r""endZd",6,2,VB,655.3,648.75,NA,NA,NA
arranges,8,1.28,1,0,2822.14,"@`.r""endZ.@z",7,3,VB,790.91,651.86,NA,NA,NA
arrangement,11,2.68,0,0,2485.2,"@`.r""endZ.m@nt",9,3,NN,661.03,669.14,9.89,2.3,NA
arrangements,12,2.7,0,0,2350.73,"@`.r""endZ.m@nts",10,3,NN,703.65,641.5,NA,NA,NA
arranging,9,1.98,0,0,3180.88,"@`.r""endZ.IN",7,3,VB,840.63,643.75,NA,NA,NA
arrant,6,0.78,1,1,2630.8,"""a.r@nt",5,2,JJ,804.5,760.6,11.50,NA,NA
array,5,2.04,0,9,1769,"@`.r""e",3,2,NN|VB,672.42,634.56,10.79,2.54,NA
arrears,7,1,0,0,2389,"@`.r""Irz",5,2,NN,719.86,717.62,16.62,NA,NA
arrest,6,3.48,0,4,3227.8,"@`.r""Est",5,2,NN|VB,643.41,624.62,7.47,1,NA
arrested,8,3.25,0,2,3574.14,"@`.r""Est.@d",7,3,VB,710.85,542.71,NA,NA,NA
arresting,9,2.29,0,0,3966.25,"@`.r""Est.IN",7,3,VB|NN|JJ,705.74,591.63,NA,2.84,NA
arrests,7,2.15,0,2,2857.5,"@`.r""Ests",6,2,NN|VB,667.74,608.62,NA,NA,NA
arrival,7,2.63,0,2,1803.5,"@`.r""aIv.l=",5,3,NN,596.5,601.44,8.06,3.07,NA
arrivals,8,1.62,0,0,1605.14,"@`.r""aIv.l=z",6,3,NN,642.61,604.67,NA,NA,NA
arrive,6,2.98,0,3,1838.2,"@`.r""aIv",4,2,VB,582.59,604,6.26,3.22,NA
arrived,7,3.29,1,3,2279.33,"@`.r""aIvd",5,2,VB,698.45,572.61,NA,NA,NA
arrives,7,2.67,1,4,2280,"@`.r""aIvz",5,2,VB,696,628.07,NA,NA,NA
arriving,8,2.6,0,3,2695.86,"@`.r""aIv.IN",6,3,VB,709.88,588.96,NA,NA,NA
arrogance,9,2.16,0,1,1664.88,"""a.r@.g@ns",7,3,NN,730.47,787.56,11.72,1.74,NA
arrogant,8,2.43,0,1,1901,"""a.r@.g@nt",7,3,JJ,744.6,669.93,9.95,2.07,NA
America,7,3.6,0,0,2636.17,"@.m""E.r@.k@",7,4,NN,658.74,577.42,NA,NA,NA
American,8,3.72,1,2,2757.14,"@.m""E.r@.k@n",8,4,JJ|NN,643.67,577.31,NA,NA,NA
amnesty,7,1.84,0,0,2006.17,"""am.n@.sti",7,3,NN,759.15,757.54,12.95,2.18,NA
arrogantly,10,0.6,0,0,1696.78,"""a.r@.g@nt.li",9,4,RB,876.13,756.96,NA,1.93,NA
arrow,5,2.6,0,6,1593,"""a.ro",3,2,NN,629.19,573.93,6.07,4.97,NA
arrowed,7,NULL,0,5,1890.17,"""a.rod",4,2,JJ,822.37,692.27,NA,2.71,NA
arrowhead,9,1.34,0,0,1402.38,"""a.ro.h%Ed",6,3,NN,665.72,662.7,NA,4.7,NA
arrowheads,10,1.04,0,0,1292.67,"""a.ro.h%Edz",7,3,NN,727.64,651.46,NA,NA,NA
arrowroot,9,0.3,0,0,1308.13,"""a.ro.r%ut",6,3,NN,1028.45,757.04,12.00,NA,NA
arrows,6,2.24,0,10,1296.8,"""a.roz",4,2,NN|VB,596.26,613.15,NA,NA,NA
arroyo,6,1.48,0,0,1182.6,"@`.r""OI.o",4,3,NN,1103.75,828.2,NA,NA,NA
arsenal,7,2.01,0,0,2462,"""Ar.s@.nl=",6,3,NN|JJ,828.33,714.89,11.79,3.86,NA
arsenic,7,1.81,0,0,2348.5,"""Ar.snIk",6,2,NN,855.42,767.96,11.83,4.29,NA
arson,5,2.19,1,1,2455.5,"""Ar.sn=",4,2,NN,711.35,643.31,11.20,3.66,NA
art,3,3.56,8,4,1984,"""Art",3,1,NN,521.74,576.04,6.21,1,0.857143
Artemis,7,1.53,0,0,2250.83,"""Ar.4@.mIs",7,3,NN,765.73,836.24,NA,NA,NA
arterial,8,1.84,0,0,3083.29,"Ar.t""I.ri@l",8,3,JJ,943,809.74,14.50,NA,NA
arteries,8,1.94,0,0,3305.86,"""Ar.4@`.riz",7,3,NN,850.82,741.38,NA,NA,NA
arteriolosclerosis,18,NULL,0,0,2470.47,NULL,NULL,NULL,NULL,1442.29,1126.67,NA,3.35,NA
arteriosclerosis,16,0.3,0,0,2615.4,"Ar.t%I.ri.o.skl@`.r""o.sIs",16,7,NN,1386.3,1016.6,16.60,NA,NA
artery,6,2.43,0,0,3031.8,"""Ar.4@`.ri",6,3,NN,838.39,686.3,13.06,4.48,NA
artery's,8,NULL,0,0,2328.57,"""Ar.4@`.riz",7,3,encl,974.6,781.19,NA,NA,NA
amendment's,11,NULL,0,0,1805.3,"@.m""End.m@nts",10,3,encl,818.17,745.38,NA,NA,NA
amenity,7,NULL,0,0,1816.5,"@.m""E.n@.4i",7,4,NN,907.17,916.77,NA,2.86,NA
Americana,9,1.58,1,0,2590.88,"@.m%E.r@.k""a.n@",9,5,NN,835.96,705.88,NA,NA,NA
Americanize,11,0.3,0,0,2191.8,"@.m""E.r@.k@n.aIz",10,5,VB,1012.79,763.67,12.44,NA,NA
Americans,9,3.11,2,0,2644.5,"@.m""E.r@.k@nz",9,4,NN,591.74,599.08,NA,NA,NA
American's,10,NULL,0,0,2278.67,"@.m""E.r@.k@nz",9,4,encl,666.12,593.32,NA,NA,NA
Americas,8,1.45,1,1,2467,"@.m""E.r@.k@z",8,4,NN,770.55,660.58,NA,NA,NA
America's,9,NULL,1,1,2111.5,"@.m""E.r@.k@z",8,4,encl,659.94,616.59,NA,NA,NA
amethyst,8,0.85,0,0,1344.43,"""a.m@.TIst",7,3,NN,848.26,860.71,12.22,4.09,NA
amiable,7,1.49,0,0,1506.5,"""e.mi@.bl=",6,3,JJ,724.7,765.4,13.11,2.39,NA
amicable,8,1.15,1,0,1716.29,"""a.mI.k@.bl=",7,4,JJ,792.08,813.2,12.95,1.74,NA
amicably,8,1.04,1,0,1448.86,"""a.mI.k@.bli",8,4,RB,785.87,785.21,NA,2.11,NA
amid,4,1.66,3,1,1054.33,"@.m""Id",4,2,minor,795.03,659.14,11.45,2.27,NA
amide,5,NULL,2,1,1441,"""a.maId",4,2,NN,888.62,740.07,NA,NA,NA
amidst,6,1.56,0,0,1428.6,"@.m""Idst",6,2,minor,888.37,695.95,10.44,2.15,NA
amigo,5,2.42,1,1,874,"@.m""i.go",5,3,NN|minor,881.09,639.62,NA,3.28,NA
amino,5,1.51,1,1,2502.75,"@.m""i.no",5,3,NN,876,748.3,13.78,1,NA
amiss,5,1.59,1,3,1661.75,"@.m""Is",4,2,RB|JJ|NN,679.31,649.5,11.34,1.53,NA
amity,5,1.45,0,0,1299,"""a.mI.4i",5,3,NN,817.63,815.19,13.14,NA,NA
ammo,4,2.44,0,3,763.67,"""a.mo",3,2,NN,797.59,718.36,8.11,4.85,NA
ammonia,7,1.89,0,0,1589.17,"@.m""o.ni@",6,3,NN,796.13,736.78,11.00,4.44,NA
ammonium,8,1.43,0,0,1300,"@.m""o.ni@m",7,3,NN,887.9,871.68,12.35,4.04,NA
amnesia,7,2.28,0,0,1764.67,"am.n""i.Z@",6,3,NN,701.27,656.52,10.61,3.61,NA
ammunition,10,2.48,0,0,2125,"%a.mj@.n""I.Sn=",8,4,NN,824.33,918,9.67,4.88,NA
amoeba,6,1.23,0,0,614.2,"@.m""i.b@",5,3,NN,754.78,764.55,12.65,3.77,NA
amok,4,1.43,0,2,712.67,"@.m""Vk",4,2,RB,740.78,723.61,NA,2,NA
among,5,3.24,1,1,2608.5,"@.m""VN",4,2,minor,670.41,600.74,7.75,2.38,NA
amongst,7,2.56,0,0,2378.67,"@.m""VNst",6,2,minor,770.31,717.43,9.01,2.81,NA
amoral,6,1.04,0,1,2167.4,"e.m""O.r@l",6,3,JJ,971.19,784.42,11.70,1.46,NA
amorality,9,0.48,0,1,2058,"%e.m@`.r""al.@.4i",9,5,NN,906.69,960.75,15.00,1.64,NA
amorist,7,NULL,0,0,2310.17,"""am@`Ist",6,3,NN,766.4,767.35,NA,NA,NA
amorous,7,1.68,0,0,1658.17,"""a.m@`.r@s",6,3,JJ,991.75,874.4,13.71,NA,NA
amorphous,9,0.9,0,0,1227.5,"@.m""Or.f@s",7,3,JJ,795.5,893.53,14.75,2.15,NA
amorphously,11,NULL,0,0,1179.4,"@""mOrf@sli",9,4,RB,1128.69,842.67,NA,1.96,NA
amortization,12,0.9,0,0,2479.91,"%a.m@`.4@z.""e.Sn=",9,5,NN,977.57,935.13,17.33,NA,NA
amortize,8,0.7,0,0,1649,"""a.m@`.taIz",6,3,VB,694.38,893,15.88,NA,NA
amory,5,NULL,0,1,1324.25,"""e.m@`.ri",5,3,NN,856.95,699.53,NA,NA,NA
amount,6,3.1,0,1,1691.6,"@.m""aUnt",5,2,NN|VB,644.88,610.3,6.63,2.74,NA
amounted,8,1.11,0,3,2476.86,"@.m""aUn4.@d",7,3,VB,809.88,652.65,NA,NA,NA
amounting,9,0.6,0,3,3006.13,"@.m""aUn4.IN",7,3,VB,892.23,645.59,NA,NA,NA
amounts,7,2.26,0,1,1577.33,"@.m""aUnts",6,2,NN|VB,672.35,568.57,NA,NA,NA
amour,5,1.98,0,3,1234.5,"@.m""Ur",4,2,NN|minor,857.43,793.85,12.67,NA,NA
amp,3,1.97,4,4,911.5,"""amp",3,1,NN,730.88,642.29,12.11,3.59,0.933333
ampere,6,NULL,0,0,2838,"""am.pIr",5,2,NN,1010.18,819.06,NA,NA,NA
ampersand,9,0.6,0,0,2137.25,"""am.p@`.s%and",8,3,NN,971.5,863.5,13.20,NA,NA
amphetamine,11,1.2,0,0,1884.2,"am.f""E.4@.min",9,4,NN,886.48,1054.31,15.53,4.18,NA
amphetamines,12,1.43,0,0,2121,"am.f""E.4@.minz",10,4,NN,1170.61,1233.39,NA,NA,NA
amphibian,9,1.32,0,1,1134.25,"am.f""I.bi@n",8,3,NN,833.11,803.93,8.33,3.77,NA
amphibious,10,1.49,0,1,1124.67,"am.f""I.bi@s",8,3,JJ,965.92,977.5,10.88,3.64,NA
amphitheater,12,0.78,0,0,2296.64,"""am.f@.T%i@.4@`",9,4,NN,898.63,727.3,11.84,4.36,NA
ample,5,1.97,3,1,1504,"""am.pl=",4,2,JJ,695.28,604.39,11.63,2.5,NA
amplified,9,1.23,1,1,1548.63,"""am.pl@.faId",8,3,VB,727.53,650.89,NA,NA,NA
amplification,13,0.95,0,0,2234.83,"%am.pl@.f@.k""e.Sn=",11,5,NN,811.93,766.54,11.40,2.93,NA
amplifier,9,1.23,1,1,1758.25,"""am.pl@.faI@`",8,3,NN,766.97,621.62,11.35,4.79,NA
amplifiers,10,0.85,0,0,1726.11,"""am.pl@.faI@`z",9,3,NN,743.63,691.92,NA,NA,NA
amplify,7,1.3,0,0,994.17,"""am.pl@.faI",7,3,VB,625.13,657.59,12.06,2.96,NA
amplifying,10,0.9,0,0,1880.33,"""am.pl@.f%aI.IN",9,4,VB,773.87,684.11,NA,NA,NA
amplitude,9,0.85,0,0,1402.75,"""am.pl@.tud",8,3,NN,694,754.38,12.44,2.92,NA
amply,5,1.28,3,0,1036,"""am.pli",5,2,RB,761.76,725.83,NA,2,NA
amputate,8,1.65,0,0,1944.86,"""am.pj@.tet",8,3,VB,801.81,693.08,9.60,3.9,NA
amputated,9,1.4,0,0,2262.38,"""am.pj@.t%e4.@d",10,4,VB,801.23,865.33,NA,NA,NA
amputation,10,1.64,1,1,2345.56,"%am.pj@.t""e.Sn=",9,4,NN,813.74,827.07,11.89,3.76,NA
amputee,7,1.04,0,0,1404.33,"%am.pj@.t""i",7,3,NN,887.82,749.46,11.00,4.79,NA
Amsterdam,9,2.34,0,0,2171.38,"""am.st@`.d%am",8,3,NN,920.59,687.78,NA,NA,NA
amuck,5,1.43,0,1,671.75,"@""m@k",4,2,NN|RB,965.33,639.17,11.18,1.68,NA
amulet,6,2.08,0,0,1421.2,"""a.mj@.l@t",7,3,NN,783.91,720.52,11.53,4,NA
amulets,7,1.2,0,0,1352,"""a.mj@.l@ts",8,3,NN,886.05,731.48,NA,NA,NA
amuse,5,2.13,1,2,1200,"@.mj""uz",5,2,VB,749.36,653.33,9.00,2.57,NA
amused,6,2.11,1,2,1857,"@.mj""uzd",6,2,VB|JJ,634.23,685.16,7.83,1.96,NA
amusedly,8,0.3,0,0,1591.57,"@.mj""uz.@d.li",9,4,RB,1146.04,857.81,NA,2,NA
amusement,9,2.28,0,0,1798.25,"@.mj""uz.m@nt",9,3,NN,782.1,739,8.79,1,NA
amusements,10,0.9,0,0,1710.22,"@.mj""uz.m@nts",10,3,NN,864.77,714.64,NA,NA,NA
amusing,7,2.67,0,1,2546.83,"@.mj""uz.IN",7,3,JJ|VB,640.34,633.74,8.44,2.14,NA
amusingly,9,0.7,0,1,2157.63,"@.mj""uz.IN.li",9,4,RB,844.4,687.84,NA,2,NA
Amy,3,3.4,2,3,522.5,"""e.mi",3,2,NN,615.62,596.56,NA,NA,NA
an,2,4.98,9,14,3483,"""an",2,1,minor,648.62,601,NA,1.46,0.882353
anachronism,11,0.78,0,0,1969.3,"@.n""a.kr@.n%I.zm=",10,5,NN,931.17,1027.5,14.30,NA,NA
